,original_title
1291,Dracula
1292,Bride of Frankenstein
1293,Burnt Offerings
1294,Candyman
1295,Cape Fear
1296,Cape Fear
1297,Carrie
1298,Cat People
1299,A Nightmare on Elm Street
1300,"Nosferatu, eine Symphonie des Grauens"
1301,Nosferatu a Venezia
1302,The Omen
1303,Blood and Wine
1304,Albino Alligator
1305,The Mirror Has Two Faces
1306,Breaking the Waves
1307,Nightwatch
1308,Star Trek: First Contact
1309,Shine
1310,Sling Blade
1311,Jingle All the Way
1312,Identificazione di una donna
1313,Paradise Lost: The Child Murders at Robin Hood Hills
1314,The Preacher's Wife
1315,Kjærlighetens kjøtere
1316,Ridicule
1317,The Crucible
1318,101 Dalmatians
1319,Il Cristo proibito
1320,J'ai pas sommeil
1321,Die Hard 2
1322,Star Trek: The Motion Picture
1323,Star Trek VI: The Undiscovered Country
1324,Star Trek V: The Final Frontier
1325,Star Trek II: The Wrath of Khan
1326,Star Trek III: The Search for Spock
1327,Star Trek IV: The Voyage Home
1328,Batman Returns
1329,Young Guns
1330,Young Guns II
1331,Grease
1332,Grease 2
1333,Marked for Death
1334,Adrenalin: Fear the Rush
1335,The Substance of Fire
1336,Under Siege
1337,Terror in a Texas Town
1338,Jaws
1339,Jaws 2
1340,Jaws 3-D
1341,My Fellow Americans
1342,Mars Attacks!
1343,Citizen Ruth
1344,Jerry Maguire
1345,Raising Arizona
1346,Tin Men
1347,Sneakers
1348,Bastard Out of Carolina
1349,In Love and War
1350,Marvin's Room
1351,Somebody Is Waiting
1352,Ghosts of Mississippi
1353,Night Falls on Manhattan
1354,Beavis and Butt-Head Do America
1355,La Cérémonie
1356,Scream
1357,The Last of the Mohicans
1358,Michael
1359,The Evening Star
1360,Hamlet
1361,Some Mother's Son
1362,The Whole Wide World
1363,Mother
1364,Les voleurs
1365,Evita
1366,The Portrait of a Lady
1367,Walkabout
1368,Message to Love: The Isle of Wight Festival
1369,Murder at 1600
1370,Hearts and Minds
1371,Inside
1372,Fierce Creatures
1373,Zeus & Roxanne
1374,Turbulence
1375,Angel Baby
1376,警察故事4之簡單任務
1377,Underworld
1378,Beverly Hills Ninja
1379,Metro
1380,La machine
1381,Falling in Love Again
1382,The Cement Garden
1383,Dante's Peak
1384,Meet Wally Sparks
1385,Amos & Andrew
1386,Benny & Joon
1387,Prefontaine
1388,A Tickle in the Heart
1389,Guantanamera
1390,McHale's Navy
1391,Kolja
1392,Gridlock'd
1393,Fire on the Mountain
1394,Waiting for Guffman
1395,Кавказский пленник
1396,The Beautician and the Beast
1397,SubUrbia
1398,Hotel de Love
1399,The Pest
1400,Fools Rush In
1401,Touch
1402,Absolute Power
1403,That Darn Cat
1404,Vegas Vacation
1405,Unforgotten: Twenty-Five Years After Willowbrook
1406,That Old Feeling
1407,Lost Highway
1408,Rosewood
1409,Donnie Brasco
1410,Salut cousin !
1411,Booty Call
1412,Rhyme & Reason
1413,Boys Life 2
1414,City of Industry
1415,Best Men
1416,Jungle 2 Jungle
1417,Kama Sutra - A Tale of Love
1418,Private Parts
1419,Love Jones
1420,The Saint
1421,Smilla's Sense of Snow
1422,The Van
1423,Crash
1424,The Daytrippers
1425,Liar Liar
1426,The Quiet Room
1427,Selena
1428,The Devil's Own
1429,Cats Don't Dance
1430,B.A.P.S.
1431,Love and Other Catastrophes
1432,Turbo: A Power Rangers Movie
1433,Anna Karenina
1434,Double Team
1435,Inventing the Abbotts
1436,Anaconda
1437,Grosse Pointe Blank
1438,Keys to Tulsa
1439,Kissed
1440,8 Heads in a Duffel Bag
1441,Hollow Reed
1442,Paradise Road
1443,Traveller
1444,All Over Me
1445,A Brother's Kiss
1446,Shekvarebuli kulinaris ataserti retsepti
1447,Romy and Michele's High School Reunion
1448,Feng yue
1449,Volcano
1450,Children of the Revolution
1451,Austin Powers: International Man of Mystery
1452,Breakdown
1453,Broken English
1454,Commandments
1455,Ripe
1456,"Truth or Consequences, N.M."
1457,The Turning
1458,Warriors of Virtue
1459,Fathers' Day
1460,The Fifth Element
1461,Intimate Relations
1462,Nowhere
1463,Losing Chase
1464,Sprung
1465,Das Versprechen
1466,Le bonheur
1467,Love! Valour! Compassion!
1468,Shall we ダンス?
1469,The Second Jungle Book: Mowgli & Baloo
1470,Twin Town
1471,Addicted to Love
1472,Brassed Off
1473,The Designated Mourner
1474,The Lost World: Jurassic Park
1475,Ponette
1476,Schizopolis
1477,Shiloh
1478,The War at Home
1479,Rough Magic
1480,Trial and Error
1481,Buddy
1482,Con Air
1483,Late Bloomers
1484,The Pillow Book
1485,En avoir (ou pas)
1486,Speed 2: Cruise Control
1487,Squeeze
1488,Sudden Manhattan
1489,The Next Step
1490,Wedding Bell Blues
1491,Batman & Robin
1492,Dream with the Fishes
1493,Roseanna's Grave
1494,Head Above Water
1495,Hercules
1496,The Last Time I Committed Suicide
1497,MURDER and murder
1498,My Best Friend's Wedding
1499,Tetsuo II: Body Hammer
1500,Chacun Cherche Son Chat
1501,Le Mépris
1502,Face/Off
1503,Fall
1504,گبه
1505,Mondo
1506,The Innocent Sleep
1507,For Ever Mozart
1508,Men in Black
1509,Out to Sea
1510,Wild America
1511,A Simple Wish
1512,Contact
1513,Love Serenade
1514,G.I. Jane
1515,Conan the Barbarian
1516,George of the Jungle
1517,Cop Land
1518,Event Horizon
1519,Spawn
1520,Air Bud
1521,Picture Perfect
1522,In the Company of Men
1523,Free Willy 3: The Rescue
1524,Career Girls
1525,Conspiracy Theory
1526,Desperate Measures
1527,Steel
1528,She's So Lovely
1529,Hoodlum
1530,Leave it to Beaver
1531,Mimic
1532,Money Talks
1533,Excess Baggage
1534,Kull the Conqueror
1535,Air Force One
1536,One Eight Seven
1537,The Hunt for Red October
1538,My Own Private Idaho
1539,"Kiss Me, Guido"
1540,Star Maps
1541,In & Out
1542,The Edge
1543,The Peacemaker
1544,L.A. Confidential
1545,Seven Years in Tibet
1546,Kiss the Girls
1547,Soul Food
1548,Kicked in the Head
1549,Wishmaster
1550,A Thousand Acres
1551,The Game
1552,Fire Down Below
1553,U Turn
1554,The Locusts
1555,The Matchmaker
1556,The Assignment
1557,A Smile Like Yours
1558,Ulee's Gold
1559,The Ice Storm
1560,Stag
1561,Chasing Amy
1562,How to Be a Player
1563,The Full Monty
1564,Indian Summer
1565,Mrs Brown
1566,I Know What You Did Last Summer
1567,The Devil's Advocate
1568,RocketMan
1569,Playing God
1570,The House of Yes
1571,"Fast, Cheap & Out of Control"
1572,Washington Square
1573,Telling Lies In America
1574,Year of the Horse
1575,Gattaca
1576,FairyTale: A True Story
1577,Phantoms
1578,Swept from the Sea
1579,Wonderland
1580,A Life Less Ordinary
1581,Hurricane Streets
1582,Eve's Bayou
1583,Switchback
1584,Gang Related
1585,Stripes
1586,Nénette et Boni
1587,Bean
1588,Hugo Pool
1589,Mad City
1590,One Night Stand
1591,The Tango Lesson
1592,Welcome to Sarajevo
1593,Deceiver
1594,The Rainmaker
1595,Boogie Nights
1596,Witness
1597,Incognito
1598,Starship Troopers
1599,Critical Care
1600,The Joy Luck Club
1601,Chairman of the Board
1602,Sliding Doors
1603,Mortal Kombat: Annihilation
1604,The Truman Show
1605,The Wings of the Dove
1606,Mrs. Dalloway
1607,"I Love You, I Love You Not"
1608,Red Corner
1609,The Jackal
1610,Anastasia
1611,The Man Who Knew Too Little
1612,Alien: Resurrection
1613,Alien Escape
1614,Amistad
1615,The Apostle
1616,Artemisia
1617,Bent
1618,Bang
1619,Les Boys
1620,The Butcher Boy
1621,Deconstructing Harry
1622,Flubber
1623,For Richer or Poorer
1624,Good Will Hunting
1625,Guy
1626,Tar
1627,Home Alone 3
1628,Ill Gotten Gains
1629,Man of Her Dreams
1630,Midnight in the Garden of Good and Evil
1631,MouseHunt
1632,Never Met Picasso
1633,Office Killer
1634,Other Voices Other Rooms
1635,Scream 2
1636,Stranger in the House
1637,The Sweet Hereafter
1638,Time Tracers
1639,Titanic
1640,Tomorrow Never Dies
1641,Twisted
1642,À Toute vitesse
1643,The Education of Little Tree
1644,The Postman
1645,The Horse Whisperer
1646,The Winter Guest
1647,Jackie Brown
1648,Kundun
1649,Mr. Magoo
1650,The Big Lebowski
1651,Afterglow
1652,Ma vie en rose
1653,Great Expectations
1654,3 Ninjas: High Noon at Mega Mountain
1655,Men of Means
1656,Caught Up
1657,Arguing the World
1658,Firestorm
1659,Senseless
1660,Wag the Dog
1661,Dark City
1662,The Leading Man
1663,Star Kid
1664,Hard Rain
1665,Half Baked
1666,Fallen
1667,Shooting Fish
1668,The Prophecy II
1669,墮落天使
1670,"O Que é Isso, Companheiro?"
1671,Spice World
1672,Deep Rising
1673,Tainted
1674,A Letter from Death Row
1675,Music from Another Room
1676,Мать и сын
1677,The Replacement Killers
1678,B. Monkey
1679,The Night Flier
1680,Blues Brothers 2000
1681,Tokyo Fist
1682,Ride
1683,The Wedding Singer
1684,Sphere
1685,Ayn Rand: A Sense of Life
1686,A Further Gesture
1687,Little City
1688,Palmetto
1689,As Good as It Gets
1690,King of New York
1691,A Paralyzing Fear: The Story of Polio in America
1692,Men with Guns
1693,Twilight
1694,U.S. Marshals
1695,Welcome to Woop Woop
1696,Love and Death on Long Island
1697,El Callejón de los Milagros
1698,In God's Hands
1699,Everest
1700,Hush
1701,Suicide Kings
1702,The Man in the Iron Mask
1703,The Newton Boys
1704,Wild Things
1705,Paulie
1706,"A Cool, Dry Place"
1707,はなび
1708,Primary Colors
1709,"Niagara, Niagara"
1710,Wide Awake
1711,A Price Above Rubies
1712,Eden
1713,Two Girls and a Guy
1714,No Looking Back
1715,Storefront Hitchcock
1716,The Proposition
1717,The Object of My Affection
1718,Meet the Deedles
1719,Homegrown
1720,The Players Club
1721,Barney's Great Adventure
1722,The Big One
1723,Chinese Box
1724,Lost in Space
1725,Heaven's Burning
1726,Mercury Rising
1727,The Spanish Prisoner
1728,City of Angels
1729,The Last Days of Disco
1730,The Odd Couple II
1731,My Giant
1732,He Got Game
1733,The Gingerbread Man
1734,Illtown
1735,Slappy and the Stinkers
1736,Carne trémula
1737,Zero Effect
1738,Nil by Mouth
1739,Ratchet
1740,The Borrowers
1741,Prince Valiant
1742,"I Love You, Don't Touch Me!"
1743,Leather Jacket Love Story
1744,Love Walked In
1745,"An Alan Smithee Film: Burn, Hollywood, Burn"
1746,Kissing a Fool
1747,Krippendorf's Tribe
1748,Kurt & Courtney
1749,The Real Blonde
1750,一個好人
1751,طعم گيلاس
1752,Karakter
1753,Budbringeren
1754,Species II
1755,Major League: Back to the Minors
1756,Sour Grapes
1757,Wild Man Blues
1758,The Big Hit
1759,Tarzan and the Lost City
1760,Black Dog
1761,"Dancer, Texas Pop. 81"
1762,Priyatel Pokoynika
1763,Go Now
1764,Les Misérables
1765,Still Breathing
1766,Clockwatchers
1767,Deep Impact
1768,Little Men
1769,Woo
1770,The Hanging Garden
1771,Lawn Dogs
1772,Quest for Camelot
1773,Godzilla
1774,Bulworth
1775,Fear and Loathing in Las Vegas
1776,The Opposite of Sex
1777,I Got the Hook Up
1778,Almost Heroes
1779,Hope Floats
1780,Insomnia
1781,Little Boy Blue
1782,The Ugly
1783,A Perfect Murder
1784,Jenseits der Stille
1785,Six Days Seven Nights
1786,Can't Hardly Wait
1787,Cousin Bette
1788,High Art
1789,The Land Girls
1790,Passion in the Desert
1791,بچه‌های آسمان
1792,Dear Jesse
1793,Dream for an Insomniac
1794,Hav Plenty
1795,Henry Fool
1796,Marie Baie des Anges
1797,Mr. Jealousy
1798,Mulan
1799,Resurrection Man
1800,The X Files
1801,I Went Down
1802,Doctor Dolittle
1803,Out of Sight
1804,Picnic at Hanging Rock
1805,Smoke Signals
1806,Viagem ao Princípio do Mundo
1807,Buffalo '66
1808,Armageddon
1809,Lethal Weapon 4
1810,Madeline
1811,Small Soldiers
1812,Pi
1813,Whatever
1814,There's Something About Mary
1815,Plan 9 from Outer Space
1816,Wings
1817,The Broadway Melody
1818,All Quiet on the Western Front
1819,Cimarron
1820,Grand Hotel
1821,Cavalcade
1822,Mutiny on the Bounty
1823,The Great Ziegfeld
1824,The Life of Emile Zola
1825,You Can't Take It With You
1826,How Green Was My Valley
1827,Mrs. Miniver
1828,Going My Way
1829,The Lost Weekend
1830,The Best Years of Our Lives
1831,Gentleman's Agreement
1832,Hamlet
1833,All the King's Men
1834,The Greatest Show on Earth
1835,From Here to Eternity
1836,On the Waterfront
1837,Marty
1838,West Side Story
1839,Tom Jones
1840,A Man for All Seasons
1841,In the Heat of the Night
1842,Oliver!
1843,Midnight Cowboy
1844,The French Connection
1845,Rocky
1846,Kramer vs. Kramer
1847,Ordinary People
1848,Chariots of Fire
1849,Terms of Endearment
1850,Out of Africa
1851,The Last Emperor
1852,Rain Man
1853,Driving Miss Daisy
1854,Take the Money and Run
1855,Klute
1856,Repo Man
1857,Metropolitan
1858,Labyrinth
1859,The Breakfast Club
1860,A Nightmare on Elm Street Part 2: Freddy's Revenge
1861,A Nightmare on Elm Street 3: Dream Warriors
1862,A Nightmare on Elm Street 4: The Dream Master
1863,A Nightmare on Elm Street 5: The Dream Child
1864,Freddy's Dead: The Final Nightmare
1865,Friday the 13th
1866,Friday the 13th Part 2
1867,Friday the 13th Part III
1868,Friday the 13th: The Final Chapter
1869,Friday the 13th: A New Beginning
1870,Friday the 13th Part VI: Jason Lives
1871,Friday the 13th Part VII: The New Blood
1872,Friday the 13th Part VIII: Jason Takes Manhattan
1873,Halloween
1874,Halloween II
1875,Halloween III: Season of the Witch
1876,Halloween 4: The Return of Michael Myers
1877,Halloween 5: The Revenge of Michael Myers
1878,Prom Night
1879,Hello Mary Lou: Prom Night II
1880,Prom Night III: The Last Kiss
1881,Prom Night IV: Deliver Us from Evil
1882,Child's Play
1883,Child's Play 2
1884,Child's Play 3
1885,Poltergeist
1886,Poltergeist II: The Other Side
1887,Poltergeist III
1888,The Exorcist
1889,Exorcist II: The Heretic
1890,The Exorcist III
1891,Lethal Weapon
1892,Lethal Weapon 2
1893,Lethal Weapon 3
1894,Gremlins
1895,Gremlins 2: The New Batch
1896,The Goonies
1897,The Mask of Zorro
1898,Polish Wedding
1899,"This World, Then the Fireworks"
1900,Soylent Green
1901,Metropolis
1902,Back to the Future Part II
1903,Back to the Future Part III
1904,The Poseidon Adventure
1905,Freaky Friday
1906,The Absent-Minded Professor
1907,The Apple Dumpling Gang Rides Again
1908,Babes in Toyland
1909,Bambi
1910,七人の侍
1911,Dangerous Liaisons
1912,Dune
1913,The Last Temptation of Christ
1914,The Godfather: Part III
1915,The Rapture
1916,Lolita
1917,Disturbing Behavior
1918,Jane Austen's Mafia!
1919,Saving Private Ryan
1920,Billy's Hollywood Screen Kiss
1921,东宫西宫
1922,The Million Dollar Duck
1923,The Barefoot Executive
1924,The Black Cauldron
1925,The Black Hole
1926,Blackbeard's Ghost
1927,Blank Check
1928,Candleshoe
1929,The Cat from Outer Space
1930,Cheetah
1931,The Computer Wore Tennis Shoes
1932,Condorman
1933,D2: The Mighty Ducks
1934,Darby O'Gill and the Little People
1935,The Devil and Max Devlin
1936,A Far Off Place
1937,Flight of the Navigator
1938,The Gnome-Mobile
1939,The Great Mouse Detective
1940,The Happiest Millionaire
1941,Herbie Goes Bananas
1942,Herbie Goes To Monte Carlo
1943,Hocus Pocus
1944,Honey I Blew Up the Kid
1945,"Honey, I Shrunk the Kids"
1946,Hot Lead & Cold Feet
1947,In Search of the Castaways
1948,The Incredible Journey
1949,The Negotiator
1950,The Parent Trap
1951,BASEketball
1952,Full Tilt Boogie
1953,The Governess
1954,Le septième ciel
1955,Roger & Me
1956,The Purple Rose of Cairo
1957,Out of the Past
1958,Doctor Zhivago
1959,Fanny och Alexander
1960,The Trip to Bountiful
1961,Tender Mercies
1962,And the Band Played On
1963,The 'Burbs
1964,Fandango
1965,Il portiere di notte
1966,Mephisto
1967,Blue Velvet
1968,The Journey of Natty Gann
1969,The Jungle Book
1970,Kidnapped
1971,Lady and the Tramp
1972,The Little Mermaid
1973,The Mighty Ducks
1974,The Muppet Christmas Carol
1975,Newsies
1976,One Hundred and One Dalmatians
1977,One Magic Christmas
1978,Peter Pan
1979,Popeye
1980,The Rescuers Down Under
1981,The Rescuers
1982,Return from Witch Mountain
1983,The Return of Jafar
1984,Return to Oz
1985,The Rocketeer
1986,The Shaggy D.A.
1987,Sleeping Beauty
1988,Something Wicked This Way Comes
1989,Son of Flubber
1990,Song of the South
1991,Splash
1992,Squanto: A Warrior's Tale
1993,Steamboat Willie
1994,Tall Tale
1995,Tex
1996,Tron
1997,Swing Kids
1998,Halloween: H20
1999,L.A. Story
2000,The Jerk
2001,Dead Men Don't Wear Plaid
2002,The Man with Two Brains
2003,Grand Canyon
2004,Graveyard Shift
2005,The Outsiders
2006,Indiana Jones and the Temple of Doom
2007,The Lord of the Rings
2008,Nineteen Eighty-Four
2009,The Dead Zone
2010,Maximum Overdrive
2011,Needful Things
2012,Cujo
2013,Children of the Corn
2014,All Dogs Go to Heaven
2015,The Addams Family
2016,EverAfter
2017,Snake Eyes
2018,"First Love, Last Rites"
2019,Safe Men
2020,Die Salzmänner von Tibet
2021,Atlantic City
2022,Höstsonaten
2023,Who's Afraid of Virginia Woolf?
2024,Adventures in Babysitting
2025,Weird Science
2026,Doctor Dolittle
2027,The Nutty Professor
2028,Charlotte's Web
2029,Watership Down
2030,The Secret of NIMH
2031,The Dark Crystal
2032,An American Tail
2033,An American Tail: Fievel Goes West
2034,Legend
2035,Sixteen Candles
2036,Pretty in Pink
2037,St. Elmo's Fire
2038,The Clan of the Cave Bear
2039,House
2040,House II: The Second Story
2041,The Gods Must Be Crazy
2042,The Gods Must Be Crazy II
2043,Air Bud: Golden Receiver
2044,The Avengers
2045,How Stella Got Her Groove Back
2046,Slums of Beverly Hills
2047,Il testimone dello sposo
2048,La femme de chambre du Titanic
2049,"Henry II, Portrait of a Serial Killer"
2050,Henry: Portrait of a Serial Killer
2051,Rosemary's Baby
2052,The Neverending Story
2053,The Neverending Story II: The Next Chapter
2054,Attack of the Killer Tomatoes!
2055,Surf Nazis Must Die
2056,Your Friends & Neighbors
2057,Return to Paradise
2058,Blade
2059,Dance with Me
2060,Dead Man on Campus
2061,Wrongfully Accused
2062,Next Stop Wonderland
2063,Strike!
2064,The Navigator: A Medieval Odyssey
2065,Beetlejuice
2066,Déjà Vu
2067,Rope
2068,Family Plot
2069,Frenzy
2070,Topaz
2071,Torn Curtain
2072,Marnie
2073,The Wrong Man
2074,The Man Who Knew Too Much
2075,The Trouble with Harry
2076,I Confess
2077,Strangers on a Train
2078,Stage Fright
2079,54
2080,I Married a Strange Person!
2081,Why Do Fools Fall In Love
2082,Keep the Aspidistra Flying
2083,Regarde la Mer
2084,Willow
2085,The Untouchables
2086,Dirty Work
2087,Knock Off
2088,Firelight
2089,Modulations
2090,Phoenix
2091,Under Capricorn
2092,The Paradine Case
2093,Lifeboat
2094,Shadow of a Doubt
2095,Saboteur
2096,Mr. & Mrs. Smith
2097,Suspicion
2098,Jamaica Inn
2099,The Lady Vanishes
2100,Young and Innocent
2101,Sabotage
2102,Secret Agent
2103,The Man Who Knew Too Much
2104,Waltzes from Vienna
2105,Number Seventeen
2106,Rich and Strange
2107,The Skin Game
2108,Elstree Calling
2109,Juno and the Paycock
2110,Murder!
2111,The Manxman
2112,Blackmail
2113,Champagne
2114,The Farmer's Wife
2115,Downhill
2116,Easy Virtue
2117,The Ring
2118,The Lodger: A Story of the London Fog
2119,The Pleasure Garden
2120,Rounders
