original_title,imdb_id
Infinity,tt0116635
Big Night,tt0115678
Last Man Standing,tt0116830
Caught,tt0115847
Set It Off,tt0117603
2 Days in the Valley,tt0115438
Curdled,tt0115994
L'associé,tt0083587
Ed's Next Move,tt0116167
Extreme Measures,tt0116259
The Glimmer Man,tt0116421
D3: The Mighty Ducks,tt0116000
The Chamber,tt0115862
The Apple Dumpling Gang,tt0072653
"Davy Crockett, King of the Wild Frontier",tt0047977
Escape to Witch Mountain,tt0072951
The Love Bug,tt0064603
Herbie Rides Again,tt0071607
Old Yeller,tt0050798
The Parent Trap,tt0055277
Pollyanna,tt0054195
Homeward Bound: The Incredible Journey,tt0107131
The Shaggy Dog,tt0053271
Swiss Family Robinson,tt0054357
That Darn Cat!,tt0059793
"20,000 Leagues Under the Sea",tt0046672
Cool Runnings,tt0106611
Angels in the Outfield,tt0109127
Cinderella,tt0042332
Winnie the Pooh and the Blustery Day,tt0063819
The Three Caballeros,tt0038166
The Sword in the Stone,tt0057546
So Dear to My Heart,tt0041890
Robin Hood: Prince of Thieves,tt0102798
Mary Poppins,tt0058331
Dumbo,tt0033563
Pete's Dragon,tt0076538
Bedknobs and Broomsticks,tt0066817
Alice in Wonderland,tt0043274
The Fox and the Hound,tt0082406
Freeway,tt0116361
The Sound of Music,tt0059742
Die Hard,tt0095016
The Lawnmower Man,tt0104692
Unhook the Stars,tt0118044
Synthetic Pleasures,tt0114597
The Secret Agent,tt0117582
Secrets & Lies,tt0117589
That Thing You Do!,tt0117887
To Gillian on Her 37th Birthday,tt0117924
Surviving Picasso,tt0117791
Love Is All There Is,tt0116928
Beautiful Thing,tt0115640
The Long Kiss Goodnight,tt0116908
The Ghost and the Darkness,tt0116409
Looking for Richard,tt0116913
Trees Lounge,tt0117958
The Proprietor,tt0117400
Normal Life,tt0117202
Get on the Bus,tt0116404
Shadow Conspiracy,tt0120107
Jude,tt0116722
Everyone Says I Love You,tt0116242
Azúcar amarga,tt0115600
Romeo + Juliet,tt0117509
Swingers,tt0117802
Sleepers,tt0117665
The Sunchaser,tt0117781
Johns,tt0116714
Aladdin and the King of Thieves,tt0115491
The Woman in Question,tt0043140
Shall We Dance,tt0029546
A Damsel in Distress,tt0028757
Crossfire,tt0039286
"Murder, My Sweet",tt0037101
Macao,tt0044863
For the Moment,tt0109823
Willy Wonka & the Chocolate Factory,tt0067992
La vie sexuelle des Belges 1950-1978,tt0111622
The Innocents,tt0055018
Sleeper,tt0070707
Bananas,tt0066808
A Fish Called Wanda,tt0095159
Life of Brian,tt0079470
Victor/Victoria,tt0084865
The Candidate,tt0068334
The Great Race,tt0059243
Bonnie and Clyde,tt0061418
The Old Man and the Sea,tt0052027
Dial M for Murder,tt0046912
Madame Butterfly,tt0113731
Dirty Dancing,tt0092890
Reservoir Dogs,tt0105236
Platoon,tt0091763
Weekend at Bernie's,tt0098627
Basic Instinct,tt0103772
The Doors,tt0101761
The Crying Game,tt0104036
Glengarry Glen Ross,tt0104348
Sophie's Choice,tt0084707
E.T. the Extra-Terrestrial,tt0083866
The Search for One-eye Jimmy,tt0117577
A Christmas Carol,tt0029992
Days of Thunder,tt0099371
Top Gun,tt0092099
American Strays,tt0115531
Rebel Without a Cause,tt0048545
A Streetcar Named Desire,tt0044081
Children of the Corn IV: The Gathering,tt0115885
The Leopard Son,tt0116859
Charms Zwischenfälle,tt0115870
Bird of Prey,tt0115684
Microcosmos : Le Peuple de l'herbe,tt0117040
Palookaville,tt0117284
The Associate,tt0115580
The Funeral,tt0116378
The Sleepover,tt2250194
La fille seule,tt0113057
Le huitième jour,tt0116581
North Star,tt0114622
Drunks,tt0112907
The People vs. Larry Flynt,tt0117318
Glory Daze,tt0116422
A Perfect Candidate,tt0117320
On Golden Pond,tt0082846
The Return of the Pink Panther,tt0072081
Drop Dead Fred,tt0101775
The Abyss,tt0096754
The Fog,tt0080749
Escape from New York,tt0082340
The Howling,tt0082533
Jean de Florette,tt0091288
Manon des Sources,tt0091480
Johnny cien pesos,tt0107274
Private Benjamin,tt0081375
Monty Python and the Holy Grail,tt0071853
Hustler White,tt0116587
Dadetown,tt0112777
Everything Relative,tt0116245
Entertaining Angels - The Dorothy Day Story,tt0116212
Trois vies et une seule mort,tt0117968
The Line King: The Al Hirschfeld Story,tt0116886
Snowriders,tt0117677
Curtis's Charm,tt0112759
When We Were Kings,tt0118147
The Wrong Trousers,tt0108598
JLG/JLG - autoportrait de décembre,tt0110173
Le Retour de Martin Guerre,tt0084589
Faust,tt0109781
He Walked by Night,tt0040427
Raw Deal,tt0040723
T-Men,tt0039881
I bambini ci guardano,tt0034493
La symphonie pastorale,tt0039004
Here Comes Cookie,tt0026465
Love In Bloom,tt0026656
Six of a Kind,tt0025799
Die Blechtrommel,tt0078875
The Ruling Class,tt0069198
Mina Tannenbaum,tt0110521
Deux ou trois choses que je sais d'elle,tt0060304
The Bloody Child,tt0115715
Dear God,tt0116059
Bad Moon,tt0115610
American Dream,tt0099028
Best of the Best 3: No Turning Back,tt0112483
Bob Roberts,tt0103850
Nuovo Cinema Paradiso,tt0095765
"The Cook, the Thief, His Wife & Her Lover",tt0097108
Grosse fatigue,tt0109942
Delicatessen,tt0101700
La double vie de Véronique,tt0101765
Enchanted April,tt0101811
Paths of Glory,tt0050825
The Grifters,tt0099703
Hear My Song,tt0102014
The Shooter,tt0120121
The English Patient,tt0116209
Mediterraneo,tt0102426
My Left Foot: The Story of Christy Brown,tt0097937
"Sex, Lies, and Videotape",tt0098724
Passion Fish,tt0105107
Strictly Ballroom,tt0105488
The Thin Blue Line,tt0096257
¡Átame!,tt0101026
Madonna: Truth or Dare,tt0102370
Paris is Burning,tt0100332
One Flew Over the Cuckoo's Nest,tt0073486
Up in Smoke,tt0078446
The Empire Strikes Back,tt0080684
The Princess Bride,tt0093779
Raiders of the Lost Ark,tt0082971
Brazil,tt0088846
Aliens,tt0090605
"Il buono, il brutto, il cattivo",tt0060196
Withnail & I,tt0094336
12 Angry Men,tt0050083
Lawrence of Arabia,tt0056172
A Clockwork Orange,tt0066921
To Kill a Mockingbird,tt0056592
Apocalypse Now,tt0078788
C'era una volta il West,tt0064116
Return of the Jedi,tt0086190
Der Himmel über Berlin,tt0093191
The Third Man,tt0041959
GoodFellas,tt0099685
Alien,tt0078748
Army of Darkness,tt0106308
Le Grand Bleu,tt0095250
乱,tt0089881
喋血雙雄,tt0097202
Psycho,tt0054215
The Blues Brothers,tt0080455
The Godfather: Part II,tt0071562
Full Metal Jacket,tt0093058
A Grand Day Out,tt0104361
Henry V,tt0097499
Amadeus,tt0086879
The Quiet Man,tt0045061
Once Upon a Time in America,tt0087843
Raging Bull,tt0081398
Annie Hall,tt0075686
The Right Stuff,tt0086197
Сталкер,tt0079944
Das Boot,tt0082096
The Sting,tt0070735
Harold and Maude,tt0067185
Trust,tt0103130
Det sjunde inseglet,tt0050976
Local Hero,tt0085859
The Terminator,tt0088247
Braindead,tt0103873
Glory,tt0097441
Rosencrantz & Guildenstern Are Dead,tt0100519
Manhattan,tt0079522
Miller's Crossing,tt0100150
Dead Poets Society,tt0097165
The Graduate,tt0061722
Touch of Evil,tt0052311
Nikita,tt0100263
The Bridge on the River Kwai,tt0050212
8½,tt0056801
Chinatown,tt0071315
The Day the Earth Stood Still,tt0043456
The Treasure of the Sierra Madre,tt0040897
Bad Taste,tt0092610
Duck Soup,tt0023969
Better Off Dead...,tt0088794
The Shining,tt0081505
Stand by Me,tt0092005
M,tt0022100
Evil Dead II,tt0092991
The Great Escape,tt0057115
The Deer Hunter,tt0077416
Diva,tt0082269
Groundhog Day,tt0107048
Unforgiven,tt0105695
The Manchurian Candidate,tt0056218
Pump up the Volume,tt0100436
Arsenic and Old Lace,tt0036613
Back to the Future,tt0088763
Fried Green Tomatoes,tt0101921
Patton,tt0066206
Down by Law,tt0090967
アキラ,tt0094625
Highlander,tt0091203
Cool Hand Luke,tt0061512
Cyrano de Bergerac,tt0099334
Young Frankenstein,tt0072431
Night on Earth,tt0102536
大红灯笼高高挂,tt0101640
The Great Dictator,tt0032553
Fantasia,tt0032455
High Noon,tt0044706
The Big Sleep,tt0038355
Heathers,tt0097493
Somewhere in Time,tt0081534
Ben-Hur,tt0052618
This Is Spinal Tap,tt0088258
Koyaanisqatsi,tt0085809
Some Kind of Wonderful,tt0094006
Indiana Jones and the Last Crusade,tt0097576
Being There,tt0078841
Gandhi,tt0083987
The Unbearable Lightness of Being,tt0096332
A Room with a View,tt0091867
Real Genius,tt0089886
Pink Floyd: The Wall,tt0084503
The Killing Fields,tt0087553
Mitt liv som hund,tt0089606
Forbidden Planet,tt0049223
Field of Dreams,tt0097351
The Man Who Would Be King,tt0073341
Butch Cassidy and the Sundance Kid,tt0064115
"Paris, Texas",tt0087884
Bis ans Ende der Welt,tt0101458
When Harry Met Sally...,tt0098635
I Shot a Man in Vegas,tt0113369
Parallel Sons,tt0114089
Hype!,tt0116589
Santa with Muscles,tt0117550
Female Perversions,tt0116293
Mad Dog Time,tt0116953
Breathing Room,tt0115754
Paris Was a Woman,tt0114093
I'm Not Rappaport,tt0116601
Blue Juice,tt0112537
Kids of Survival,tt0107314
Alien³,tt0103644
An American Werewolf in London,tt0082010
Amityville: It's About Time,tt0103678
Amityville 3-D,tt0085159
Amityville: Dollhouse,tt0115535
Amityville: A New Generation,tt0106262
Amityville II: The Possession,tt0083550
The Amityville Horror,tt0078767
The Amityville Curse,tt0099030
Blood for Dracula,tt0071233
April Fool's Day,tt0090655
Audrey Rose,tt0075704
The Believers,tt0092632
The Birds,tt0056869
The Blob,tt0051418
Blood Beach,tt0082083
Body Parts,tt0101492
The Body Snatcher,tt0037549
Dracula,tt0103874
Bride of Frankenstein,tt0026138
Burnt Offerings,tt0074258
Candyman,tt0103919
Cape Fear,tt0101540
Cape Fear,tt0055824
Carrie,tt0074285
Cat People,tt0083722
A Nightmare on Elm Street,tt0087800
"Nosferatu, eine Symphonie des Grauens",tt0013442
Nosferatu a Venezia,tt0091651
The Omen,tt0075005
Blood and Wine,tt0115710
Albino Alligator,tt0115495
The Mirror Has Two Faces,tt0117057
Breaking the Waves,tt0115751
Nightwatch,tt0119791
Star Trek: First Contact,tt0117731
Shine,tt0117631
Sling Blade,tt0117666
Jingle All the Way,tt0116705
Identificazione di una donna,tt0084116
Paradise Lost: The Child Murders at Robin Hood Hills,tt0117293
The Preacher's Wife,tt0117372
Kjærlighetens kjøtere,tt0113557
Ridicule,tt0117477
The Crucible,tt0115988
101 Dalmatians,tt0115433
Il Cristo proibito,tt0042354
J'ai pas sommeil,tt0110171
Die Hard 2,tt0099423
Star Trek: The Motion Picture,tt0079945
Star Trek VI: The Undiscovered Country,tt0102975
Star Trek V: The Final Frontier,tt0098382
Star Trek II: The Wrath of Khan,tt0084726
Star Trek III: The Search for Spock,tt0088170
Star Trek IV: The Voyage Home,tt0092007
Batman Returns,tt0103776
Young Guns,tt0096487
Young Guns II,tt0100994
Grease,tt0077631
Grease 2,tt0084021
Marked for Death,tt0100114
Adrenalin: Fear the Rush,tt0115471
The Substance of Fire,tt0117773
Under Siege,tt0105690
Terror in a Texas Town,tt0052287
Jaws,tt0073195
Jaws 2,tt0077766
Jaws 3-D,tt0085750
My Fellow Americans,tt0117119
Mars Attacks!,tt0116996
Citizen Ruth,tt0115906
Jerry Maguire,tt0116695
Raising Arizona,tt0093822
Tin Men,tt0094155
Sneakers,tt0105435
Bastard Out of Carolina,tt0115633
In Love and War,tt0116621
Marvin's Room,tt0116999
Somebody Is Waiting,tt0117691
Ghosts of Mississippi,tt0116410
Night Falls on Manhattan,tt0119783
Beavis and Butt-Head Do America,tt0115641
La Cérémonie,tt0112769
Scream,tt0117571
The Last of the Mohicans,tt0104691
Michael,tt0117038
The Evening Star,tt0116240
Hamlet,tt0116477
Some Mother's Son,tt0117690
The Whole Wide World,tt0118163
Mother,tt0117091
Les voleurs,tt0118100
Evita,tt0116250
The Portrait of a Lady,tt0117364
Walkabout,tt0067959
Message to Love: The Isle of Wight Festival,tt0117028
Murder at 1600,tt0119731
Hearts and Minds,tt0116506
Inside,tt0116640
Fierce Creatures,tt0119115
Zeus & Roxanne,tt0120550
Turbulence,tt0120390
Angel Baby,tt0112362
警察故事4之簡單任務,tt0116704
Underworld,tt0120414
Beverly Hills Ninja,tt0118708
Metro,tt0119664
La machine,tt0110425
Falling in Love Again,tt0080714
The Cement Garden,tt0106535
Dante's Peak,tt0118928
Meet Wally Sparks,tt0119644
Amos & Andrew,tt0106266
Benny & Joon,tt0106387
Prefontaine,tt0119937
A Tickle in the Heart,tt0117907
Guantanamera,tt0109949
McHale's Navy,tt0119640
Kolja,tt0116790
Gridlock'd,tt0119225
Fire on the Mountain,tt0116310
Waiting for Guffman,tt0118111
Кавказский пленник,tt0116754
The Beautician and the Beast,tt0118691
SubUrbia,tt0120238
Hotel de Love,tt0116565
The Pest,tt0119887
Fools Rush In,tt0119141
Touch,tt0120357
Absolute Power,tt0118548
That Darn Cat,tt0120317
Vegas Vacation,tt0120434
Unforgotten: Twenty-Five Years After Willowbrook,tt0118042
That Old Feeling,tt0120318
Lost Highway,tt0116922
Rosewood,tt0120036
Donnie Brasco,tt0119008
Salut cousin !,tt0117544
Booty Call,tt0118750
Rhyme & Reason,tt0120014
Boys Life 2,tt0118762
City of Industry,tt0118859
Best Men,tt0118702
Jungle 2 Jungle,tt0119432
Kama Sutra - A Tale of Love,tt0116743
Private Parts,tt0119951
Love Jones,tt0119572
The Saint,tt0120053
Smilla's Sense of Snow,tt0120152
The Van,tt0118064
Crash,tt0115964
The Daytrippers,tt0116041
Liar Liar,tt0119528
The Quiet Room,tt0117422
Selena,tt0120094
The Devil's Own,tt0118972
Cats Don't Dance,tt0118829
B.A.P.S.,tt0118663
Love and Other Catastrophes,tt0116931
Turbo: A Power Rangers Movie,tt0120389
Anna Karenina,tt0118623
Double Team,tt0119013
Inventing the Abbotts,tt0119381
Anaconda,tt0118615
Grosse Pointe Blank,tt0119229
Keys to Tulsa,tt0116762
Kissed,tt0116783
8 Heads in a Duffel Bag,tt0118541
Hollow Reed,tt0113314
Paradise Road,tt0119859
Traveller,tt0120366
All Over Me,tt0118586
A Brother's Kiss,tt0118783
Shekvarebuli kulinaris ataserti retsepti,tt0117050
Romy and Michele's High School Reunion,tt0120032
Feng yue,tt0116295
Volcano,tt0120461
Children of the Revolution,tt0115886
Austin Powers: International Man of Mystery,tt0118655
Breakdown,tt0118771
Broken English,tt0115760
Commandments,tt0115927
Ripe,tt0117482
"Truth or Consequences, N.M.",tt0120383
The Turning,tt0105660
Warriors of Virtue,tt0120479
Fathers' Day,tt0119109
The Fifth Element,tt0119116
Intimate Relations,tt0116643
Nowhere,tt0119809
Losing Chase,tt0116920
Sprung,tt0120190
Das Versprechen,tt0111613
Le bonheur,tt0058985
Love! Valour! Compassion!,tt0119578
Shall we ダンス?,tt0117615
The Second Jungle Book: Mowgli & Baloo,tt0120087
Twin Town,tt0120394
Addicted to Love,tt0118556
Brassed Off,tt0115744
The Designated Mourner,tt0118964
The Lost World: Jurassic Park,tt0119567
Ponette,tt0117359
Schizopolis,tt0117561
Shiloh,tt0120118
The War at Home,tt0118117
Rough Magic,tt0114303
Trial and Error,tt0120373
Buddy,tt0118787
Con Air,tt0118880
Late Bloomers,tt0116834
The Pillow Book,tt0114134
En avoir (ou pas),tt0112951
Speed 2: Cruise Control,tt0120179
Squeeze,tt0117724
Sudden Manhattan,tt0117775
The Next Step,tt0113968
Wedding Bell Blues,tt0118127
Batman & Robin,tt0118688
Dream with the Fishes,tt0119019
Roseanna's Grave,tt0120034
Head Above Water,tt0116502
Hercules,tt0119282
The Last Time I Committed Suicide,tt0119502
MURDER and murder,tt0116949
My Best Friend's Wedding,tt0119738
Tetsuo II: Body Hammer,tt0105569
Chacun Cherche Son Chat,tt0115856
Le Mépris,tt0057345
Face/Off,tt0119094
Fall,tt0119098
گبه,tt0116384
Mondo,tt0117076
The Innocent Sleep,tt0113425
For Ever Mozart,tt0116334
Men in Black,tt0119654
Out to Sea,tt0119848
Wild America,tt0120512
A Simple Wish,tt0120133
Contact,tt0118884
Love Serenade,tt0116930
G.I. Jane,tt0119173
Conan the Barbarian,tt0082198
George of the Jungle,tt0119190
Cop Land,tt0118887
Event Horizon,tt0119081
Spawn,tt0120177
Air Bud,tt0118570
Picture Perfect,tt0119896
In the Company of Men,tt0119361
Free Willy 3: The Rescue,tt0119152
Career Girls,tt0118818
Conspiracy Theory,tt0118883
Desperate Measures,tt0118966
Steel,tt0120207
She's So Lovely,tt0120112
Hoodlum,tt0119311
Leave it to Beaver,tt0119509
Mimic,tt0119675
Money Talks,tt0119695
Excess Baggage,tt0119086
Kull the Conqueror,tt0119484
Air Force One,tt0118571
One Eight Seven,tt0118531
The Hunt for Red October,tt0099810
My Own Private Idaho,tt0102494
"Kiss Me, Guido",tt0119465
Star Maps,tt0120197
In & Out,tt0119360
The Edge,tt0119051
The Peacemaker,tt0119874
L.A. Confidential,tt0119488
Seven Years in Tibet,tt0120102
Kiss the Girls,tt0119468
Soul Food,tt0120169
Kicked in the Head,tt0119457
Wishmaster,tt0120524
A Thousand Acres,tt0120323
The Game,tt0119174
Fire Down Below,tt0119123
U Turn,tt0120399
The Locusts,tt0119557
The Matchmaker,tt0119632
The Assignment,tt0118647
A Smile Like Yours,tt0120151
Ulee's Gold,tt0120402
The Ice Storm,tt0119349
Stag,tt0120192
Chasing Amy,tt0118842
How to Be a Player,tt0119326
The Full Monty,tt0119164
Indian Summer,tt0116631
Mrs Brown,tt0119280
I Know What You Did Last Summer,tt0119345
The Devil's Advocate,tt0118971
RocketMan,tt0120029
Playing God,tt0119906
The House of Yes,tt0119324
"Fast, Cheap & Out of Control",tt0119107
Washington Square,tt0120481
Telling Lies In America,tt0120303
Year of the Horse,tt0120539
Gattaca,tt0119177
FairyTale: A True Story,tt0119095
Phantoms,tt0119891
Swept from the Sea,tt0120257
Wonderland,tt0120529
A Life Less Ordinary,tt0119535
Hurricane Streets,tt0119338
Eve's Bayou,tt0119080
Switchback,tt0119210
Gang Related,tt0118900
Stripes,tt0083131
Nénette et Boni,tt0117221
Bean,tt0118689
Hugo Pool,tt0119327
Mad City,tt0119592
One Night Stand,tt0119832
The Tango Lesson,tt0120275
Welcome to Sarajevo,tt0120490
Deceiver,tt0119527
The Rainmaker,tt0119978
Boogie Nights,tt0118749
Witness,tt0090329
Incognito,tt0119365
Starship Troopers,tt0120201
Critical Care,tt0118901
The Joy Luck Club,tt0107282
Chairman of the Board,tt0118836
Sliding Doors,tt0120148
Mortal Kombat: Annihilation,tt0119707
The Truman Show,tt0120382
The Wings of the Dove,tt0120520
Mrs. Dalloway,tt0119723
"I Love You, I Love You Not",tt0116592
Red Corner,tt0119994
The Jackal,tt0119395
Anastasia,tt0118617
The Man Who Knew Too Little,tt0120483
Alien: Resurrection,tt0118583
Alien Escape,tt0112318
Amistad,tt0118607
The Apostle,tt0118632
Artemisia,tt0123385
Bent,tt0118698
Bang,tt0109266
Les Boys,tt0118764
The Butcher Boy,tt0118804
Deconstructing Harry,tt0118954
Flubber,tt0119137
For Richer or Poorer,tt0119142
Good Will Hunting,tt0119217
Guy,tt0116465
Tar,tt0116490
Home Alone 3,tt0119303
Ill Gotten Gains,tt0119352
Man of Her Dreams,tt0116976
Midnight in the Garden of Good and Evil,tt0119668
MouseHunt,tt0119715
Never Met Picasso,tt0117167
Office Killer,tt0119819
Other Voices Other Rooms,tt0119845
Scream 2,tt0120082
Stranger in the House,tt0120222
The Sweet Hereafter,tt0120255
Time Tracers,tt0128755
Titanic,tt0120338
Tomorrow Never Dies,tt0120347
Twisted,tt0117994
À Toute vitesse,tt0118230
The Education of Little Tree,tt0119052
The Postman,tt0119925
The Horse Whisperer,tt0119314
The Winter Guest,tt0120521
Jackie Brown,tt0119396
Kundun,tt0119485
Mr. Magoo,tt0119718
The Big Lebowski,tt0118715
Afterglow,tt0118566
Ma vie en rose,tt0119590
Great Expectations,tt0119223
3 Ninjas: High Noon at Mega Mountain,tt0118539
Men of Means,tt0119655
Caught Up,tt0119988
Arguing the World,tt0129758
Firestorm,tt0120670
Senseless,tt0120820
Wag the Dog,tt0120885
Dark City,tt0118929
The Leading Man,tt0116845
Star Kid,tt0120478
Hard Rain,tt0120696
Half Baked,tt0120693
Fallen,tt0119099
Shooting Fish,tt0120122
The Prophecy II,tt0118643
墮落天使,tt0112913
"O Que é Isso, Companheiro?",tt0119815
Spice World,tt0120185
Deep Rising,tt0118956
Tainted,tt0128690
A Letter from Death Row,tt0119521
Music from Another Room,tt0119734
Мать и сын,tt0119711
The Replacement Killers,tt0120008
B. Monkey,tt0120594
The Night Flier,tt0119784
Blues Brothers 2000,tt0118747
Tokyo Fist,tt0114690
Ride,tt0120707
The Wedding Singer,tt0120888
Sphere,tt0120184
Ayn Rand: A Sense of Life,tt0118662
A Further Gesture,tt0116379
Little City,tt0119548
Palmetto,tt0120782
As Good as It Gets,tt0119822
King of New York,tt0099939
A Paralyzing Fear: The Story of Polio in America,tt0145302
Men with Guns,tt0119656
Twilight,tt0119594
U.S. Marshals,tt0120873
Welcome to Woop Woop,tt0120491
Love and Death on Long Island,tt0119574
El Callejón de los Milagros,tt0112619
In God's Hands,tt0140282
Everest,tt0120661
Hush,tt0118744
Suicide Kings,tt0120241
